what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1462345546694
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1462345546714
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1462345546715
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1462345546722
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1462345546722
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1462345546723
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1462345546723
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1462345546745
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1462345546745
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1462345546746
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1462345546746
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1462345546747
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1462345546747
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1462345546747
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1462345546770
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1462345546770
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1462345546770
os,sysinfo,,,"win32",1462345546773
arch,sysinfo,,,"x86",1462345546773
ws,sysinfo,,,"win32",1462345546773
locale,sysinfo,,,"fr_FR",1462345546773
processors,sysinfo,,,"4",1462345546773
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1462345546773
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1462345546773
java.specification.name,sysinfo,,,"Java Platform API Specification",1462345546773
java.specification.vendor,sysinfo,,,"Oracle Corporation",1462345546773
java.specification.version,sysinfo,,,"1.7",1462345546773
java.vendor,sysinfo,,,"Oracle Corporation",1462345546773
java.version,sysinfo,,,"1.7.0_25",1462345546773
java.vm.info,sysinfo,,,"mixed mode",1462345546773
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1462345546773
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1462345546773
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1462345546773
java.vm.specification.version,sysinfo,,,"1.7",1462345546773
java.vm.vendor,sysinfo,,,"Oracle Corporation",1462345546773
java.vm.version,sysinfo,,,"23.25-b01",1462345546773
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1462345546906
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1462345547031
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1462345547116
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1462345547264
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1462345547306
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345547371
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345547433
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1462345547484
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1462345547515
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1462345547550
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1462345547587
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1462345547683
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1462345547835
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1462345547903
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1462345547993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462345568106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462345569579
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345688526
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345688559
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345691524
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345780936
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345780975
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462345791273
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1462345791349
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1462345791395
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1462345791449
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462345888596
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1462345900926
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1462345901022
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1462345901410
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1462345901694
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1462345901783
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1462345902143
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1462345902258
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1462345902595
started,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1462345902642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462345907036
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1462345907254
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1462345907375
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1462345907391
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1462345907394
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1462345907498
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1462345907500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462345912658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462345941451
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346117299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346119139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346205678
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346292668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346478587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462346487271
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1462346496583
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1462346499601
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1462346499942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346503144
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346509281
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346509310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346509343
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346521538
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1462346526401
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346527272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1462346528392
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346546553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346602625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346643498
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346644274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346644507
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346653421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346776143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346776746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346777039
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462346790646
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462346823096
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346824119
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346825795
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346835307
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346840317
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1462346842173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462346999364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347038873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347060962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347092398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347108813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347115332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347115480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462347116653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347117468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347132663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347140435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347141880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1462347189339
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1462347204644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1462347211167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347249485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1462347284021
